utterance,intent
"i want to check  cancellation fees, what should i do?",check_policy
how can I see the cancellation penalties?,check_policy
I need help viewing the cancellation fee,check_policy
"I want to check cancellation fees, what can I do?",check_policy
where to view the cancellation fee,check_policy
how can I check the cancellation penalty?,check_policy
check the cancellation fees,check_policy
how to check the cancellation penalty,check_policy
"I want to see the cancellation penalty, can you help me?",check_policy
hows can i see the cancellation fees?,check_policy
ask an agent if i can check the cancellation penalty,check_policy
"i want to view cancellation penalties, what do i have to do?",check_policy
"I want to view the cancellation fee, what should I do?",check_policy
can i check the cancellation penalty?,check_policy
show me the cancellation penalty,check_policy
can you check the cancellation penalties?,check_policy
"could u ask an agent how to view the cacnellation penalties, please?",check_policy
"i wanna see cancellation penalties, can u help me?",check_policy
could u ask an agent to show me information about the fucking cancellation penalties?,check_policy
where do I check the cancellation penalties?,check_policy
how do I view the cancellation penalty?,check_policy
"I want to check the cancellation penalty , can you help me?",check_policy
ask an agent to give me information about the cancellation fee,check_policy
where can I see the cancellation penalties?,check_policy
"I want to view cancellation fees, can you help me?",check_policy
"I want to view the cancellation penalty, what should I do?",check_policy
where can I check the cancellation fee?,check_policy
help me check the cancellation fee,check_policy
can I see the cancellation penalties?,check_policy
where can i view the cancellation fees?,check_policy
"can u find information about the xancrllation fee, please?",check_policy
check the cancellation penalty,check_policy
ask an agent about the cancellation fee,check_policy
can you find information about the cancelation fees?,check_policy
where do I see the  cancellation fee?,check_policy
I need help checking the cancellation fees,check_policy
where to see the cancellation fee,check_policy
help me see the cancellation penalties,check_policy
I want to see the cancellation fees,check_policy
can I check the cancellation penalties?,check_policy
"I want to view cancellation penalties, what do I have to do?",check_policy
"ask an agent about the fucking cancellation penalty, please",check_policy
"i wannacheck cancellation fees, what should i do ?",check_policy
"I want to check cancellation penalties, can you help me?",check_policy
how to view the cancellaton penalty,check_policy
i need help seeing the cancellation penalty,check_policy
can I see the cancellation penalty?,check_policy
can u ask an agent about the cancellation fee?,check_policy
ask an agent to check the cancellation penalty,check_policy
where can I see the cancellation penalty?,check_policy
"I want to view cancellation penalties, can you help me?",check_policy
how can I view the cancellation penalties ?,check_policy
how to view the cancellation fee,check_policy
how to view the cancellation fees,check_policy
how to check the cancellation fee,check_policy
"please, could you tell me about the cancellation fees?",check_policy
where do i see the cancellation fee?,check_policy
where do I see the cancellation penalty?,check_policy
where to check the cancellation fees,check_policy
how can I check the cancellation fees?,check_policy
ask an agent how to check the cancellation fee,check_policy
"i want to view the cancellation penalty, what should i do?",check_policy
"i wanna view cancellation fees, what can i do?",check_policy
how do I check the cancellation fees?,check_policy
"i want to see cancellation fees, can u help me?",check_policy
I need help seeing the cancellation fee,check_policy
"i want to view cancellation penalties, what should i do?",check_policy
where do Icheck hte cancellation penalty?,check_policy
help me check the cancellation fees,check_policy
where do I see the fucking cancellation fee?,check_policy
"i wanna check cancellation penalties, what do i have to do?",check_policy
help me check the cancellation penalties,check_policy
help me see the cancellation penalty,check_policy
how do I see the cancellation penalties?,check_policy
could u ask an agent how i can viewthe cancellation fee?,check_policy
ask an agent where i can check the cancellation fee,check_policy
"ask an agent if I can view the cancellation penalty, please",check_policy
"i wanna check the cancellation fee, what should i do?",check_policy
can u ask an agent for information about the cancellation fees?,check_policy
"id like to see cancellation penalties, what should i do?",check_policy
where can I check the cancellation penalties?,check_policy
id like to view the cancellation penalty,check_policy
"I want to see cancellation fees, what do I have to do?",check_policy
how do I check the cancellation penalty?,check_policy
show me the cancellation penalties,check_policy
how do I see the cancellation fee?,check_policy
can u ask an agent where to see the cancellation penalty?,check_policy
"please, could u ask an agent where to see the fucking cancellation penalties?",check_policy
"I want to see the cancellation fee, can you help me?",check_policy
"i want to check the cancellation penalty, what should i do?",check_policy
where do i view the cancellation penalties ?,check_policy
"i want to see cancellation penaltgies, can u help me?",check_policy
can you show me the cancellation penalty?,check_policy
ask an agent how to view the cancellation penalty,check_policy
"I want to check the cancellation fee, what can I do?",check_policy
can you show me the cancellation fee?,check_policy
"I want information about the cancellation fee, please",check_policy
were to see the cancellation fees,check_policy
I want information about the cancellation penalty,check_policy
can u ask an agent how to view the cancellation fee?,check_policy
canyou find information about the cancellation fee?,check_policy
I want to check the cancellation fee,check_policy
could you ask an agent about the cancellation fee?,check_policy
"i wanna view the cancellation fee, what do i have to do?",check_policy
"ask an agent to find information about the fucking cancellation fees, please",check_policy
what are the cancellation penalties?,check_policy
I need help seeing the cancellation penalty,check_policy
how to check the cancellation penalties,check_policy
where can i check the cancellation penalty?,check_policy
"I want to view cancellation fees, what doI have to do?",check_policy
"I want to view cancellation fees , what can I do?",check_policy
"I want to view the cancellation penalty, what can I do?",check_policy
"i want to check cancellation penalties, what should i do?",check_policy
I need help viewing the cancellation penalty,check_policy
"I want to check cancellation penalties, what should I do?",check_policy
I want to see the cancellation penalty,check_policy
I want to view the cancellation penalties,check_policy
where do I view the cancellation fees?,check_policy
"i want to check the cancellation penalty, what do i have to do?",check_policy
I want to check the cancellation fee,check_policy
"i want to check the cancellation fee, what do i have to d?",check_policy
ask an agent where i colud check the cancellation penalty,check_policy
can u ask an agent to show me information about the cancellation penalty?,check_policy
"I want to see the cancellation penalty, what can I do?",check_policy
how can i check the cancellation fee ?,check_policy
can u give me information about the cancelation penaltes?,check_policy
can u ask an agent to show me the cancellation penalties?,check_policy
how can I check the cancellation penalties?,check_policy
"I want to see cancellation penalties, what do I have to do?",check_policy
where could I view the cancellation penalty?,check_policy
"I want to check the cancellation penalty, what should I do?",check_policy
"I want to check cancellation penalties, what can I do?",check_policy
information about the cancellation fee,check_policy
"i want to see cancellation fees, what can i do?",check_policy
can you give me information about tthe cancellation fees?,check_policy
where can I view the cancellation penalties?,check_policy
where can I view the cancellation penalty?,check_policy
how could i view the cancellation fees?,check_policy
"ask an agent where to view the fucking cancellation fee, please",check_policy
hceck the cancellation fee,check_policy
"I want to see the cancellation penalty, what do I have to do?",check_policy
"i want to view the cancellation penalty, can u help me?",check_policy
can u ask an agent if i can view the cancellation penalty?,check_policy
how to see the cancellation fees,check_policy
"I want to see the cancellation fee, what should I do?",check_policy
ask an agent if i can check the cancellation penalties,check_policy
how to see the cancellation fee,check_policy
"please, could u ask an agent where i can check the cancellation fee?",check_policy
I want to view the cancellation fees,check_policy
how do I view the cancellation fees?,check_policy
can u ask an agent if i can see the cancellation penalties?,check_policy
can you show me the cancellation penalties?,check_policy
help me see the cancellation fee,check_policy
"please, could u ask an agent how to view the cancellation fee?",check_policy
I want to view te acncellation penalty,check_policy
can you show me information about the cancellation penalty?,check_policy
"I want to check the cancellation fee, what should I do?",check_policy
show me the cancellation fees,check_policy
ask an agent about the cancellation penalty,check_policy
i wanna view the cancellation fee,check_policy
how can I view the cancellation fees?,check_policy
i want to check the cancellation fee,check_policy
ask an agent if I could see the fuckig cancdllation fee,check_policy
how can I view the cancellation fee?,check_policy
"I want to see cancellation fees, what should I do?",check_policy
"I want to view cancellation penalties, what can I do?",check_policy
how can I check the cancellation fee?,check_policy
I need information about the cancellation  penalties,check_policy
"I want to view cancellation penalties, what should I do?",check_policy
ask an agent where to see the cancellation fees,check_policy
ask an agent if i can see the cancellation penalties,check_policy
help me view the cancellation fee,check_policy
ask an agent how i can see the cancellation penalty,check_policy
can I view the cancellation penalty?,check_policy
could you ask an agent how I could see the cancellation fees?,check_policy
what's the cancellation fee?,check_policy
"ask an agent how I could see the fucking cancellation penalty, please",check_policy
can you hsow me the cancellation efes?,check_policy
how to see the cancellation penalty,check_policy
can i check the cancellation fee?,check_policy
can u ask an agent if i can view the cancellation penalties?,check_policy
"I want to check the cancellation penalty, what can I do?",check_policy
can you ask an agent where I can view the fucking cancellation fee?,check_policy
I want to see the cancellation penalties,check_policy
where do I see the caqncellation fees?,check_policy
can I view the cancellation fee?,check_policy
"I want to check cancellation penalties, what do I have to do?",check_policy
can you find information about the cancellation penalties ?,check_policy
where to check the cancellation penalties,check_policy
I need information about the cancellation fees,check_policy
how can I view the cancellation penalty?,check_policy
I need help seeing the cancellation penalties,check_policy
"please, ask an agent to find information about the cancellation penalty",check_policy
"I want to check camcellation fees, what should I do?",check_policy
I need help checking the cancellation fee,check_policy
"please, ask an agent how to see the fucking cancellation penalties",check_policy
"I want to vew the ancellation fee, what can I do?",check_policy
"could you tell me about the cancellation penalties, please?",check_policy
can i check the cancellation fees ?,check_policy
I want information aboutthe cancellation fee,check_policy
can you give me information about the cancellation penalties ?,check_policy
can I view the cancellation fees?,check_policy
where to view the cancellation penalties,check_policy
how do I see the cancellation fees?,check_policy
what are the cancellation fees?,check_policy
can I view the cancellation penalties?,check_policy
information about the cancellation penalty,check_policy
where can I check the cancellation fees?,check_policy
"i wanna view the cancellation penalty, what should i do?",check_policy
how can i view the cancellation fee?,check_policy
"could you show me information about the cancellation penalty, please?",check_policy
Ineed help viewing the canclelation penalties,check_policy
how do I view the cancellation penalties?,check_policy
ask an agent where i can view the cancellation penalties,check_policy
where do I view the cancellation penalties?,check_policy
"can you ask an agent how to view the cancellation penalty, please ?",check_policy
"ask an agent where I can see the cancellation fees, please",check_policy
how can I see the cancellation fee?,check_policy
can you give me information about the cancellation fee?,check_policy
can u ask an agent where i can see the cancellation fee?,check_policy
can I check the cancellation fee?,check_policy
can you tell me about the cancellation fee?,check_policy
can you check the cancellation penalty?,check_policy
"please, could u ask an agent to show me information about the cancellation penalties?",check_policy
"please, ask an agent if I could see the fucking cancellation fees",check_policy
"I want to check cancellation fees, can you help me?",check_policy
ask an agent how iu can view the cancellation fee,check_policy
can u ask an agent to show me the cancellation fees ?,check_policy
help me view the cancellation fees,check_policy
how to see the cancellation penalties,check_policy
"i wanna see the cancellation penalty, what can i do?",check_policy
"i wanna view cancellation penalties, can u help me?",check_policy
I need information about the cancellation fee,check_policy
"can you ask an agent how I can check the fucking cancellation penalties, please?",check_policy
how can I see the cancellation fees?,check_policy
I want to check the cancellation penalties,check_policy
can u ask an agent how i can check the cancellation penalty?,check_policy
"please, could you ask an agent how to view the fucking cancellation penalties?",check_policy
"I want to check cancellation fees , what do I have to do?",check_policy
I want information about the cancellation fees,check_policy
can you check the cancellation fee?,check_policy
what's the cancellation penalty?,check_policy
can you give me information about the cancellation penalty?,check_policy
how do I check the cancellation fee?,check_policy
where can I see the cancellation fees?,check_policy
I neeed help seeing the cancellation fees,check_policy
ask an agent if i can check the cancellation fee,check_policy
show me the cancellation fee,check_policy
ask an agent how i can checvk the cancellation penalty,check_policy
"I want to view the cancellation penalty, what do I have to do?",check_policy
"please, can you ask an agent to check the cancellation penalty?",check_policy
"I'd like to check the cancellation fee, what can I do?",check_policy
where to check tthe cancellation fee,check_policy
where do I see the cancellation penalties?,check_policy
"can you ask an agent how I can view the cancellation fees, please?",check_policy
I ned help checking the cancellation penalties,check_policy
I want information about the cancellation penalties,check_policy
where do I check the cancellation fees?,check_policy
can u ask an agent for information about the cancellation penalties?,check_policy
how to view the cancellation penalties,check_policy
"can u ask an agent where i could see the cancellation fees, please?",check_policy
"i wanna check the cancellation fee, what can i do?",check_policy
how do i check the cancellation fees?,check_policy
"can u ask an agent if i can see the cancellation fees, please?",check_policy
I want to check the cancellation penalty,check_policy
"i want to check the cancellation penalty, can u help me?",check_policy
"i wanna see cancellation fees, what should i do?",check_policy
where can I see the cancellation fee?,check_policy
"i want to check the cancellation fee, what can i do?",check_policy
"I want to see cancellation fees, what can I do?",check_policy
can u ask an agent how to see the cancellation penalties?,check_policy
"I want to view cancerllation fees, what should I do?",check_policy
"i want to see the acncellation penalty, what should i do?",check_policy
ask an agent where to check the cancellation penalty,check_policy
where to view the cancellation penalty,check_policy
where to check the cancellation penalty,check_policy
"I want to see the cancellation penalty, what should I do?",check_policy
could I talk to a human?,contact_human_agent
"you're not helping, how do I contact a human?",contact_human_agent
"I acn't understand you, what can I do to talk to a human?",contact_human_agent
"u are not helping, can u speak with a human agent?",contact_human_agent
can u contact a human?,contact_human_agent
"you arent helping, what do i have to do to speak with someone?",contact_human_agent
"you aren't helping, help me contact a human",contact_human_agent
"you arent helping, what should i do to contact a human?",contact_human_agent
"you're not helping, contact someone",contact_human_agent
I don't understand you and I want to speak with a human,contact_human_agent
you are not helping and I would like to speak with a human agent,contact_human_agent
"i dont understand you, can u talk to a human?",contact_human_agent
u are not helping and i want to contact a human,contact_human_agent
"I can't understand you, how can I contact a person ?",contact_human_agent
"I don't understand you, how do I contact a person?",contact_human_agent
"I don't understand you, can you contact fucking someone?",contact_human_agent
"youre not helping, how can i contact a human agent?",contact_human_agent
"I can't understand you, can you talk to a human?",contact_human_agent
"you're not helping, can I contact someone?",contact_human_agent
"you arent helping, what can i do to talk to a human?",contact_human_agent
"you're not helping, help me talk to a human",contact_human_agent
you're not helping and I want to contact a human agent,contact_human_agent
I need help speaking with a human agent,contact_human_agent
"I don't understand you, what should I do to contact a person ?",contact_human_agent
"you arent helping, what do i have to do to speak with a human agent?",contact_human_agent
"i dont understand you, help me talk to fucking someone, please",contact_human_agent
"you aren't helping, what can I do to contact a human agent?",contact_human_agent
"I can't understand you, how can I speak with a human?",contact_human_agent
"you aren't helping, how do I talk to someone?",contact_human_agent
"you aren't helping, how can I talk to someone?",contact_human_agent
can u contcat someone?,contact_human_agent
how do i contact a human?,contact_human_agent
"u are not helping, how do i talk to someone?",contact_human_agent
can you speak with a human agent?,contact_human_agent
help me contact a person,contact_human_agent
"you aren't helping, what do I have to do to speak with a human agent ?",contact_human_agent
can u talk to a human?,contact_human_agent
"you aren't helping, can you speak with a human?",contact_human_agent
"you aren't helping, help me speak with a person",contact_human_agent
"I don't understand you, what can I do to speak with a human ?",contact_human_agent
can I speak with a human agent?,contact_human_agent
"you aren't helping, what can I do to speak with a human?",contact_human_agent
"I can't understand you, what should I do to talk to someone?",contact_human_agent
"you're not helping, can I talk to a human?",contact_human_agent
you're not helping and I want to speak with a human,contact_human_agent
"I can't understand you, can you speak with a human agent?",contact_human_agent
"I don't understand you, what do I have to  do to contact someone?",contact_human_agent
"I don't understand you, what can I do to talk to a human agent?",contact_human_agent
"you're not helping, how can I contact someone?",contact_human_agent
"i dont understanbd you, how do i talk to a person?",contact_human_agent
"u are not helping, i need help talking to a human agent",contact_human_agent
"youre not helping, help me speak with a person",contact_human_agent
"I can't understand you and I would like to talk to someone, please",contact_human_agent
"I don't understand you, help me contact a person",contact_human_agent
"you aren't helping, what should I do to speak with someone?",contact_human_agent
"you aren't helping, how can I speak with someone?",contact_human_agent
"you aren't helping, what can I do to speak with a human agent?",contact_human_agent
"u are not helping, can i talk to a human  agent?",contact_human_agent
"you aren't helping, what should I do to talk to a human agent?",contact_human_agent
"I don't understand you, help me speak with a human",contact_human_agent
"i cant understand you, help me contact a human",contact_human_agent
"I don't understand you, what should I do to speak with someone?",contact_human_agent
"I don't understand you, I need help contacting someone",contact_human_agent
"I don't understand you, how do I contact a human agent?",contact_human_agent
I want to talk to someone,contact_human_agent
"you aren't helping, how can I talk to a human?",contact_human_agent
"you're not helping, speak with a human agent",contact_human_agent
"I can't understand you, can I speak with a human agent?",contact_human_agent
"you're not helping, I need help talking to a person",contact_human_agent
I need help contacting a human agent,contact_human_agent
"youre not helping, how do i speak with someoone?",contact_human_agent
"I don't understand you, can you speak with a human?",contact_human_agent
I do not understand you and I'd like to contact a person,contact_human_agent
"you aren't helping, I need help contacting a human agent",contact_human_agent
I cannot understand you and I'd like to talk to a person,contact_human_agent
"you arent helping, can u speak with a human?",contact_human_agent
"i cant understand you, how could i speak with an fucking person?",contact_human_agent
"you aren't helping, how can I contact a person?",contact_human_agent
"please, contact someone",contact_human_agent
"I don't understand you , contact someone",contact_human_agent
how can I talk to a person?,contact_human_agent
"you're not helping ane I want to talk to a human, please",contact_human_agent
youre not helping and i want to contact a human agent,contact_human_agent
"you aren't helping, how do I contact fucking someone?",contact_human_agent
"I don't understand you, what can I do to talk to someone?",contact_human_agent
"I don't understand you, what should I do to contact a human agent?",contact_human_agent
"I can't understand you, I need help speaking with a human agent",contact_human_agent
"you aren't helping, help me talk to a person",contact_human_agent
you arent helping and i want to speak with someone,contact_human_agent
"youre not helping, what should i do to talk to a human?",contact_human_agent
"you aren't helping, what do I have to do to talk to a human?",contact_human_agent
"I can't understand you, what do I have to do to speak with a person?",contact_human_agent
"I don't understand you, what do I have to do to speak with a human agent?",contact_human_agent
you aren't helping and I want to contact a person,contact_human_agent
"u are not helping, what can i do to talk to a human?",contact_human_agent
i need help talking to a person,contact_human_agent
i dont understand you and i wanna speak with a human,contact_human_agent
can I contact a human?,contact_human_agent
"you aren't helping, what can I do to speak with someone?",contact_human_agent
"I don't understand you, can you talk to a human?",contact_human_agent
"I can't understand you, can you contact a person?",contact_human_agent
"I can't understand you , help me talk to a human",contact_human_agent
"I can't understand you, can I speak with someone?",contact_human_agent
"you arent helping, could i contact someone, please?",contact_human_agent
i want to speak with a person,contact_human_agent
"I don't understand you, help me contact a human agent",contact_human_agent
I want to talk to a human agent,contact_human_agent
how to speak with someone,contact_human_agent
"you aren't helping, how do I speak with a fucking human agent?",contact_human_agent
"I can't understand you, I need help speaking with someone",contact_human_agent
"I cannot understtand you and I want to talk to someone, please",contact_human_agent
youre not helping and i wanmt to talk to a humn agent,contact_human_agent
"you aren't helping, talk to a person",contact_human_agent
"youre not helping, how do i contact a person?",contact_human_agent
"youre not helping, can i talk to a human?",contact_human_agent
speak with a human,contact_human_agent
"you're not helping , how do I contact a person?",contact_human_agent
how can i talk to a human?,contact_human_agent
"you aren't helping, I need help speaking with someone",contact_human_agent
I want to know if there is someone available,contact_human_agent
help me speak with a human agent,contact_human_agent
"you aren't helping, what do I have to do to talk to a human agent?",contact_human_agent
"you aren't helping , how can I speak with a hman agent?",contact_human_agent
"I can't understand you, I need help talking to a human agent",contact_human_agent
"you arne't helping, what do I have to do to contact someone?",contact_human_agent
"I don't understand you, help me talk to a person",contact_human_agent
"you arent helping, what can i do to contact someone?",contact_human_agent
"I can't understand you, I need help talking to someone",contact_human_agent
"you aren't helping, what should I do to speak with a person?",contact_human_agent
"you aren't helping, can I speak with somneone?",contact_human_agent
"I can't understand you, what can I do to speak with a person?",contact_human_agent
"I don't understand you, what can I do to contact a human?",contact_human_agent
"i cant understand you, i need help talking to a human",contact_human_agent
how can I speak with a human agent?,contact_human_agent
can I contact a person?,contact_human_agent
"I don't understand you, what do I have to do to speak with someone?",contact_human_agent
"I don't understand you , speak with a human agent",contact_human_agent
"I don't undersatnd you, could I speak with fucking sopmeone?",contact_human_agent
I can't understand you and I want to speak with a human agent,contact_human_agent
"I don't understand you, what do I have to do to contact a person?",contact_human_agent
"you're not helping and I want to contact a human, please",contact_human_agent
"you arent helping, contact someone",contact_human_agent
"you aren't helping, what do I have to do to talk to a person?",contact_human_agent
I need help talking to a human,contact_human_agent
"I don't understand you, talk to someone",contact_human_agent
"I don't understand you, help me speak with someone",contact_human_agent
u are not helping and i want to speak with a human,contact_human_agent
youre not helping and i wanna talk to a human agent,contact_human_agent
"I can't understand you, help me contact a human agent",contact_human_agent
"I can't understand you, contact a human agent",contact_human_agent
"youre not helping, what should i do to contact a person?",contact_human_agent
"i cant understand you and i wanna speak with a fucking human agent, please",contact_human_agent
how do I talk to a person?,contact_human_agent
"i cant understand you, how could i speak with a human?",contact_human_agent
is there any person available?,contact_human_agent
I can't understand you and I want to contact someone,contact_human_agent
can you speakwith a human?,contact_human_agent
"you're not helping, what do I have to do to talk to a human agent?",contact_human_agent
"I can't understand you, what should I do to contact someone?",contact_human_agent
"I can't understand you, how do I talk to a person?",contact_human_agent
"I can't understand you , talk to a person",contact_human_agent
"u are not helping, what can i do to talk to a person?",contact_human_agent
can I talk to a human?,contact_human_agent
"i dont understand you, what should i doto speak with a person?",contact_human_agent
you aren't helping and I want to speak with a human agent,contact_human_agent
"i dont understand you, what can i do to talk to a human?",contact_human_agent
"you're not helping, how do I contact a human agent?",contact_human_agent
"you arent helping, what should i do to talk to a person?",contact_human_agent
i want to pseak with a human gaent,contact_human_agent
"you aren't helping, what do I have to do to contact a human agent?",contact_human_agent
"you arent helping, contact someone, please",contact_human_agent
"i dont understand you, can u galk to a person?",contact_human_agent
"youre not helping and id like to talk to a fucking human agent, lease",contact_human_agent
"youre not helping, what do i have to do to contact a person?",contact_human_agent
"I can't understand you, how can I contact someone?",contact_human_agent
"you're not helping, how do I talk to someone?",contact_human_agent
"I can't understand you, what should I do to talk to a human agent?",contact_human_agent
"i cant nuderstand you, i nered help speaking with a human agent",contact_human_agent
can you talk to a human agent?,contact_human_agent
can you tell me if there issomeone available?,contact_human_agent
help me talk to a human,contact_human_agent
"you're not helping, what can I do to contact a person?",contact_human_agent
i want to contact someone,contact_human_agent
"I don't understand you, can you contact someone?",contact_human_agent
"you're not helping, what should I do to talk to a person?",contact_human_agent
"you're not helping, what do I have to do to speak with a human agent?",contact_human_agent
"you're not helping, can Italk to a person?",contact_human_agent
"I don'tunderstand you, can I contact a person ?",contact_human_agent
"you're not helping, I need help speaking with a human",contact_human_agent
"you aren't helping, can you speak with a person?",contact_human_agent
can u speak with a human?,contact_human_agent
"I cannot understand you, could you speak with a human, please?",contact_human_agent
"I don't understand you, how can I talk to a human agent?",contact_human_agent
"you're not helping, help me speak with a person",contact_human_agent
"I can't understand you, can I speak with a human?",contact_human_agent
"I can't understand you, I need help contacting a human agent",contact_human_agent
"you arent helping, can u talk to a human?",contact_human_agent
"youre not helping, what do i have to do to talk to a human?",contact_human_agent
I don't understand you and I want to talk to someone,contact_human_agent
"you aren't helping, what should I do to contact a person?",contact_human_agent
"i dont understand you, how do i talk to a human agent?",contact_human_agent
"I don't understand you, how do I speak with a human?",contact_human_agent
"you're not helping, speak with someone",contact_human_agent
"I can't understand you, what should I do to talk to a human?",contact_human_agent
can I speak with a person?,contact_human_agent
"i dont understand you, speak with a person",contact_human_agent
can you contact a human agent?,contact_human_agent
"I can't understand you, what do I have to do to contact a human agent?",contact_human_agent
"you're not helping, help me talk to a human agent",contact_human_agent
help me talk to someone,contact_human_agent
"u are not helping, help me contact someone",contact_human_agent
i wanna speak with someone,contact_human_agent
you arre't helping,contact_human_agent
"I can't understand you, how do I speak with a human?",contact_human_agent
"you aren't helping, can I speak with a person?",contact_human_agent
"you're not helping, what can I do to contact someone?",contact_human_agent
"I can't understand you , I need help speaking with a human",contact_human_agent
"you're not helping, can you talk to a person?",contact_human_agent
"i dont understand you, can ui speak with a person?",contact_human_agent
"I don't understand you, can you contact a human agent?",contact_human_agent
"I don't understand you, how do I speak with a person?",contact_human_agent
"you're not helping, can I contact a human, please?",contact_human_agent
"I don't understand you, what can I do to speak with a person?",contact_human_agent
"you arent helping, i need help talking to a person",contact_human_agent
"i dont understand you, what do i have to do to speak with a human?",contact_human_agent
"I do not understand you, could you contact a person?",contact_human_agent
"Idon't understand you, can I contact a human?",contact_human_agent
"you're not helping, help me contact a human",contact_human_agent
I need help contacting a human,contact_human_agent
"I don't understand you, what can I do to contact a person?",contact_human_agent
"I can't understand you, contact someone",contact_human_agent
"you aren't helping, help me speak with someone, please",contact_human_agent
"you arent helping, how can i speak with a human agent?",contact_human_agent
could you tell me if there is any human available?,contact_human_agent
"you aren't helping, what do I have to do to speak with a human?",contact_human_agent
"you're not helping, I need help speaking with a human agent",contact_human_agent
I need help speaking wiht a human,contact_human_agent
"I can't understand you, what can I do to contact a human ?",contact_human_agent
"youre not helping, can u talk to a human?",contact_human_agent
I want to talk to a person,contact_human_agent
"i dont understand you, talk to a human agent",contact_human_agent
"i dont understand you, can u speak with a human?",contact_human_agent
"you aren't helping, talk to a human agent",contact_human_agent
"your not helping, what do I have to do to speak with someone?",contact_human_agent
"you're not helping, can I talk to a human agent?",contact_human_agent
"I can't understand you, what can I do to atlk to a human agent?",contact_human_agent
"I can't understand you, what do I have to do to speak with a human agent?",contact_human_agent
"you're not helping, how can I speak with a human agent?",contact_human_agent
"I can't understand you, I need help speaking with a person",contact_human_agent
you aren't helping and I want to speak with a human,contact_human_agent
"I can't understand you, talk to a human",contact_human_agent
"I can't understand you, what should I do to speak with a human?",contact_human_agent
how can I contact a human?,contact_human_agent
"you aren't helping, how can I contact a human?",contact_human_agent
"i cant understand you, how do i contact a person?",contact_human_agent
