utterance,intent
"I want to view cancellation rules fees, can you help me?",check_policy
"I want to view cancellation fees, can you help policy me?",check_policy
"I want latest to view the cancellation penalty, what should I do?",check_policy
"I want to terms view the cancellation penalty, what should I do?",check_policy
where kindly can I check the cancellation fee?,check_policy
guidelines where can I check the cancellation fee?,check_policy
help me check the cancellation quickly fee,check_policy
help me check the kindly cancellation fee,check_policy
can I see the cancellation guidelines penalties?,check_policy
can I see the cancellation policy penalties?,check_policy
where can i terms view the cancellation fees?,check_policy
where can i view the cancellation fees? urgently,check_policy
"can u find information about the xancrllation fee, please? quickly",check_policy
"can u find information guidelines about the xancrllation fee, please?",check_policy
check the latest cancellation penalty,check_policy
check the kindly cancellation penalty,check_policy
recent ask an agent about the cancellation fee,check_policy
ask an agent about the rules cancellation fee,check_policy
can you find information about quickly the cancelation fees?,check_policy
can you find information latest about the cancelation fees?,check_policy
where do I see the terms cancellation fee?,check_policy
where recent do I see the cancellation fee?,check_policy
I need help rules checking the cancellation fees,check_policy
I rules need help checking the cancellation fees,check_policy
where kindly to see the cancellation fee,check_policy
where to see the cancellation please fee,check_policy
help me see the rules cancellation penalties,check_policy
help me see the terms cancellation penalties,check_policy
I want to see the please cancellation fees,check_policy
I want to see the cancellation recent fees,check_policy
can I check the cancellation rules penalties?,check_policy
can please I check the cancellation penalties?,check_policy
"I want to view cancellation terms penalties, what do I have to do?",check_policy
"I quickly want to view cancellation penalties, what do I have to do?",check_policy
"ask an agent about the please fucking cancellation penalty, please",check_policy
"ask an agent about the fucking cancellation penalty, please urgently",check_policy
"i wannacheck cancellation fees, recent what should i do ?",check_policy
"i wannacheck cancellation fees, what should i do rules ?",check_policy
"kindly I want to check cancellation penalties, can you help me?",check_policy
"I please want to check cancellation penalties, can you help me?",check_policy
how to view kindly the cancellaton penalty,check_policy
how to policy view the cancellaton penalty,check_policy
i need help rules seeing the cancellation penalty,check_policy
guidelines i need help seeing the cancellation penalty,check_policy
kindly can I see the cancellation penalty?,check_policy
can guidelines I see the cancellation penalty?,check_policy
can u ask an agent about the cancellation fee? terms,check_policy
can u ask an please agent about the cancellation fee?,check_policy
ask an quickly agent to check the cancellation penalty,check_policy
ask an agent to check the quickly cancellation penalty,check_policy
where can I see the cancellation penalty? policy,check_policy
where can I see the cancellation kindly penalty?,check_policy
"I want to view cancellation kindly penalties, can you help me?",check_policy
"I want to view urgently cancellation penalties, can you help me?",check_policy
how quickly can I view the cancellation penalties ?,check_policy
how can I guidelines view the cancellation penalties ?,check_policy
how to view the quickly cancellation fee,check_policy
urgently how to view the cancellation fee,check_policy
kindly how to view the cancellation fees,check_policy
how to view the kindly cancellation fees,check_policy
kindly how to check the cancellation fee,check_policy
how to check the cancellation rules fee,check_policy
"please, could you tell me about the cancellation terms fees?",check_policy
"please, could you tell me terms about the cancellation fees?",check_policy
where rules do i see the cancellation fee?,check_policy
where do i quickly see the cancellation fee?,check_policy
where do I latest see the cancellation penalty?,check_policy
where do please I see the cancellation penalty?,check_policy
where to check guidelines the cancellation fees,check_policy
where to terms check the cancellation fees,check_policy
how can I check urgently the cancellation fees?,check_policy
how can I policy check the cancellation fees?,check_policy
ask an agent please how to check the cancellation fee,check_policy
ask an agent how to check the cancellation fee please,check_policy
"i want to terms view the cancellation penalty, what should i do?",check_policy
"urgently i want to view the cancellation penalty, what should i do?",check_policy
"i kindly wanna view cancellation fees, what can i do?",check_policy
"i wanna view quickly cancellation fees, what can i do?",check_policy
how do I policy check the cancellation fees?,check_policy
how do I check the terms cancellation fees?,check_policy
"i want urgently to see cancellation fees, can u help me?",check_policy
"i want to see cancellation fees, latest can u help me?",check_policy
I need help seeing latest the cancellation fee,check_policy
I need help seeing guidelines the cancellation fee,check_policy
"guidelines i want to view cancellation penalties, what should i do?",check_policy
"i want to view please cancellation penalties, what should i do?",check_policy
where do kindly Icheck hte cancellation penalty?,check_policy
where do Icheck guidelines hte cancellation penalty?,check_policy
help me check the cancellation recent fees,check_policy
help me check the cancellation rules fees,check_policy
where do I see the kindly fucking cancellation fee?,check_policy
where urgently do I see the fucking cancellation fee?,check_policy
"i wanna terms check cancellation penalties, what do i have to do?",check_policy
"i wanna check rules cancellation penalties, what do i have to do?",check_policy
policy help me check the cancellation penalties,check_policy
help terms me check the cancellation penalties,check_policy
help me see kindly the cancellation penalty,check_policy
kindly help me see the cancellation penalty,check_policy
how do I see the cancellation penalties? rules,check_policy
urgently how do I see the cancellation penalties?,check_policy
could u ask please an agent how i can viewthe cancellation fee?,check_policy
could u ask guidelines an agent how i can viewthe cancellation fee?,check_policy
recent ask an agent where i can check the cancellation fee,check_policy
ask an agent where i can kindly check the cancellation fee,check_policy
"terms ask an agent if I can view the cancellation penalty, please",check_policy
"urgently ask an agent if I can view the cancellation penalty, please",check_policy
"i wanna check policy the cancellation fee, what should i do?",check_policy
"i wanna check the cancellation fee, what guidelines should i do?",check_policy
can u ask an agent for information about the kindly cancellation fees?,check_policy
can u ask an agent for quickly information about the cancellation fees?,check_policy
"policy id like to see cancellation penalties, what should i do?",check_policy
"id like to rules see cancellation penalties, what should i do?",check_policy
where can I check the cancellation penalties? urgently,check_policy
where can quickly I check the cancellation penalties?,check_policy
id like to please view the cancellation penalty,check_policy
id like to view please the cancellation penalty,check_policy
"I want to see cancellation fees, what do I have terms to do?",check_policy
"I want to see cancellation fees, what do I have to do? recent",check_policy
how urgently do I check the cancellation penalty?,check_policy
how do I check the cancellation penalty? guidelines,check_policy
show me the latest cancellation penalties,check_policy
show rules me the cancellation penalties,check_policy
how do policy I see the cancellation fee?,check_policy
how do I see the cancellation quickly fee?,check_policy
can u ask an agent where to see the cancellation penalty? please,check_policy
can u ask an agent where to see the quickly cancellation penalty?,check_policy
"please, could u ask an please agent where to see the fucking cancellation penalties?",check_policy
"please, could u ask an agent where to see the fucking cancellation penalties? please",check_policy
"I want to see urgently the cancellation fee, can you help me?",check_policy
"I want to see the cancellation fee, latest can you help me?",check_policy
"i want to check the cancellation penalty, what should i do? rules",check_policy
"quickly i want to check the cancellation penalty, what should i do?",check_policy
where do i view the cancellation urgently penalties ?,check_policy
where do i view the cancellation penalties ? guidelines,check_policy
"i want to see cancellation penaltgies, rules can u help me?",check_policy
"i want to see cancellation penaltgies, terms can u help me?",check_policy
can you show me recent the cancellation penalty?,check_policy
guidelines can you show me the cancellation penalty?,check_policy
ask an agent how to view terms the cancellation penalty,check_policy
ask an agent how to view the cancellation penalty please,check_policy
"I want to check policy the cancellation fee, what can I do?",check_policy
"I want to check the urgently cancellation fee, what can I do?",check_policy
recent can you show me the cancellation fee?,check_policy
can you show me the cancellation fee? kindly,check_policy
"I want terms information about the cancellation fee, please",check_policy
"I want information about the cancellation please fee, please",check_policy
were urgently to see the cancellation fees,check_policy
were to see the cancellation fees urgently,check_policy
I want information about guidelines the cancellation penalty,check_policy
I want information about the cancellation terms penalty,check_policy
can kindly u ask an agent how to view the cancellation fee?,check_policy
can u ask an agent how to view the cancellation recent fee?,check_policy
canyou find information about the cancellation fee? policy,check_policy
latest canyou find information about the cancellation fee?,check_policy
I want to check the cancellation recent fee,check_policy
I want to quickly check the cancellation fee,check_policy
could you ask an urgently agent about the cancellation fee?,check_policy
could you ask an guidelines agent about the cancellation fee?,check_policy
"i wanna view the cancellation fee, what latest do i have to do?",check_policy
"i recent wanna view the cancellation fee, what do i have to do?",check_policy
"ask an agent to find information about the kindly fucking cancellation fees, please",check_policy
"ask an agent quickly to find information about the fucking cancellation fees, please",check_policy
what are the cancellation recent penalties?,check_policy
what are the guidelines cancellation penalties?,check_policy
I need rules help seeing the cancellation penalty,check_policy
I urgently need help seeing the cancellation penalty,check_policy
how please to check the cancellation penalties,check_policy
how rules to check the cancellation penalties,check_policy
where can i check the cancellation rules penalty?,check_policy
where can i guidelines check the cancellation penalty?,check_policy
"I want to view cancellation fees, recent what doI have to do?",check_policy
"I want to view cancellation fees, what guidelines doI have to do?",check_policy
"I please want to view cancellation fees , what can I do?",check_policy
"I want to view cancellation fees , what can I do? guidelines",check_policy
"I want to view the cancellation penalty, what guidelines can I do?",check_policy
"I want to view the cancellation quickly penalty, what can I do?",check_policy
"i want to check terms cancellation penalties, what should i do?",check_policy
"i want recent to check cancellation penalties, what should i do?",check_policy
I need help recent viewing the cancellation penalty,check_policy
I need help viewing policy the cancellation penalty,check_policy
"I kindly want to check cancellation penalties, what should I do?",check_policy
"kindly I want to check cancellation penalties, what should I do?",check_policy
I want to see the cancellation penalty latest,check_policy
I want quickly to see the cancellation penalty,check_policy
policy I want to view the cancellation penalties,check_policy
I want to view guidelines the cancellation penalties,check_policy
where do policy I view the cancellation fees?,check_policy
where do I view the urgently cancellation fees?,check_policy
"i want to check the cancellation penalty, please what do i have to do?",check_policy
"i want to check the recent cancellation penalty, what do i have to do?",check_policy
I want please to check the cancellation fee,check_policy
I want to check rules the cancellation fee,check_policy
"i want to check the cancellation fee, what do i have to d? rules",check_policy
"i want to check the cancellation fee, what do rules i have to d?",check_policy
policy ask an agent where i colud check the cancellation penalty,check_policy
ask an agent where i colud check guidelines the cancellation penalty,check_policy
can terms u ask an agent to show me information about the cancellation penalty?,check_policy
can u ask an agent to show me guidelines information about the cancellation penalty?,check_policy
"I want to see latest the cancellation penalty, what can I do?",check_policy
"I want to quickly see the cancellation penalty, what can I do?",check_policy
how can i check the cancellation fee ? urgently,check_policy
how can i check the urgently cancellation fee ?,check_policy
can u give policy me information about the cancelation penaltes?,check_policy
can u urgently give me information about the cancelation penaltes?,check_policy
can latest u ask an agent to show me the cancellation penalties?,check_policy
can u ask an agent to show me the latest cancellation penalties?,check_policy
how can I check the guidelines cancellation penalties?,check_policy
how latest can I check the cancellation penalties?,check_policy
"I want to see cancellation penalties, what do I policy have to do?",check_policy
"I rules want to see cancellation penalties, what do I have to do?",check_policy
where could I view the recent cancellation penalty?,check_policy
where could I view the kindly cancellation penalty?,check_policy
"I want to check the cancellation penalty, what should rules I do?",check_policy
"I want to check the cancellation penalty, what should I quickly do?",check_policy
"I want to check cancellation penalties, what rules can I do?",check_policy
"I want to check terms cancellation penalties, what can I do?",check_policy
information about recent the cancellation fee,check_policy
information about the cancellation urgently fee,check_policy
"i want to see cancellation please fees, what can i do?",check_policy
"i kindly want to see cancellation fees, what can i do?",check_policy
can you give me latest information about tthe cancellation fees?,check_policy
can you give me urgently information about tthe cancellation fees?,check_policy
where can I view the recent cancellation penalties?,check_policy
recent where can I view the cancellation penalties?,check_policy
where can I latest view the cancellation penalty?,check_policy
where can I recent view the cancellation penalty?,check_policy
how could i view the cancellation fees? guidelines,check_policy
how could i view the cancellation fees? latest,check_policy
"ask an agent where to view the fucking guidelines cancellation fee, please",check_policy
"rules ask an agent where to view the fucking cancellation fee, please",check_policy
hceck the quickly cancellation fee,check_policy
hceck the cancellation please fee,check_policy
"I want to see the cancellation penalty, what do I rules have to do?",check_policy
"I want to see the cancellation penalty, what do I have to do? terms",check_policy
"i want to view the cancellation policy penalty, can u help me?",check_policy
"i want to view the cancellation penalty, can u help recent me?",check_policy
can u ask an agent if i policy can view the cancellation penalty?,check_policy
can u ask an agent if i can view the kindly cancellation penalty?,check_policy
how terms to see the cancellation fees,check_policy
how to terms see the cancellation fees,check_policy
"I want to see the cancellation fee, what should I do? policy",check_policy
"I want to see the cancellation policy fee, what should I do?",check_policy
ask an agent if i can check terms the cancellation penalties,check_policy
ask an agent if i can check the quickly cancellation penalties,check_policy
rules how to see the cancellation fee,check_policy
latest how to see the cancellation fee,check_policy
"please, could kindly u ask an agent where i can check the cancellation fee?",check_policy
"please, please could u ask an agent where i can check the cancellation fee?",check_policy
please I want to view the cancellation fees,check_policy
I kindly want to view the cancellation fees,check_policy
how do I view the cancellation fees? kindly,check_policy
can u ask an agent if i can latest see the cancellation penalties?,check_policy
can u ask an agent if i can see guidelines the cancellation penalties?,check_policy
can latest you show me the cancellation penalties?,check_policy
can you show me the cancellation penalties? kindly,check_policy
help guidelines me see the cancellation fee,check_policy
help me see the cancellation please fee,check_policy
"please, could u ask an agent how to view the cancellation quickly fee?",check_policy
"please, could u ask an agent how to view the rules cancellation fee?",check_policy
I want to view terms te acncellation penalty,check_policy
can you quickly show me information about the cancellation penalty?,check_policy
can you show me information guidelines about the cancellation penalty?,check_policy
"I want to check the cancellation fee, what should I do? please",check_policy
"I want to check the cancellation latest fee, what should I do?",check_policy
show latest me the cancellation fees,check_policy
show me the recent cancellation fees,check_policy
ask an agent rules about the cancellation penalty,check_policy
ask an policy agent about the cancellation penalty,check_policy
i wanna view the cancellation guidelines fee,check_policy
i wanna view the cancellation policy fee,check_policy
urgently how can I view the cancellation fees?,check_policy
how can I view the cancellation kindly fees?,check_policy
rules i want to check the cancellation fee,check_policy
i want to check the cancellation kindly fee,check_policy
ask an agent if I could see guidelines the fuckig cancdllation fee,check_policy
ask an agent if I could terms see the fuckig cancdllation fee,check_policy
how can quickly I view the cancellation fee?,check_policy
rules how can I view the cancellation fee?,check_policy
"I want to policy see cancellation fees, what should I do?",check_policy
"I want to see terms cancellation fees, what should I do?",check_policy
"I want to view cancellation penalties, recent what can I do?",check_policy
"I want urgently to view cancellation penalties, what can I do?",check_policy
how can please I check the cancellation fee?,check_policy
how can I check recent the cancellation fee?,check_policy
I need information about quickly the cancellation penalties,check_policy
"I want to view policy cancellation penalties, what should I do?",check_policy
"I want to view cancellation penalties, please what should I do?",check_policy
ask an rules agent where to see the cancellation fees,check_policy
ask an agent where to see the cancellation fees recent,check_policy
ask an agent if i can guidelines see the cancellation penalties,check_policy
ask an agent if i urgently can see the cancellation penalties,check_policy
help me please view the cancellation fee,check_policy
help me view the cancellation terms fee,check_policy
ask an agent how i can see the cancellation kindly penalty,check_policy
ask an agent how i can see rules the cancellation penalty,check_policy
can I guidelines view the cancellation penalty?,check_policy
can policy I view the cancellation penalty?,check_policy
could you ask please an agent how I could see the cancellation fees?,check_policy
could you ask an agent how I could see the policy cancellation fees?,check_policy
what's the cancellation fee? urgently,check_policy
"ask an agent how I could see the fucking cancellation penalty, policy please",check_policy
"ask an agent how I could see the fucking please cancellation penalty, please",check_policy
can you hsow me the cancellation efes? policy,check_policy
can you guidelines hsow me the cancellation efes?,check_policy
how to see the recent cancellation penalty,check_policy
how to see the cancellation penalty latest,check_policy
can i check the cancellation kindly fee?,check_policy
can i rules check the cancellation fee?,check_policy
can u ask an agent if i can view the cancellation penalties? guidelines,check_policy
can u ask an agent if i can view the cancellation penalties? please,check_policy
"I want to check the cancellation penalty, what please can I do?",check_policy
"I want to check the cancellation penalty, what can I do? quickly",check_policy
can you ask an agent where I can view the fucking policy cancellation fee?,check_policy
can you please ask an agent where I can view the fucking cancellation fee?,check_policy
I want to see quickly the cancellation penalties,check_policy
I want to see the terms cancellation penalties,check_policy
where do I see the urgently caqncellation fees?,check_policy
guidelines where do I see the caqncellation fees?,check_policy
can I view the guidelines cancellation fee?,check_policy
can I view the cancellation latest fee?,check_policy
"I want to check cancellation penalties, what do I kindly have to do?",check_policy
"I want to check cancellation penalties, what do I have quickly to do?",check_policy
can you find information about the cancellation penalties guidelines ?,check_policy
can you find information about guidelines the cancellation penalties ?,check_policy
where to policy check the cancellation penalties,check_policy
where to check the terms cancellation penalties,check_policy
I need urgently information about the cancellation fees,check_policy
I need information about quickly the cancellation fees,check_policy
how can I urgently view the cancellation penalty?,check_policy
how can I view urgently the cancellation penalty?,check_policy
kindly I need help seeing the cancellation penalties,check_policy
I need help please seeing the cancellation penalties,check_policy
"please, ask an rules agent to find information about the cancellation penalty",check_policy
"please, ask an agent to find information urgently about the cancellation penalty",check_policy
"I quickly want to check camcellation fees, what should I do?",check_policy
"I want to check camcellation fees, what should I guidelines do?",check_policy
I need help checking the cancellation fee latest,check_policy
I need guidelines help checking the cancellation fee,check_policy
"please, ask an agent how to see urgently the fucking cancellation penalties",check_policy
"please, ask an agent how to see the fucking terms cancellation penalties",check_policy
"I want to vew the ancellation fee, what kindly can I do?",check_policy
"I want to vew the ancellation fee, what can latest I do?",check_policy
"could you tell terms me about the cancellation penalties, please?",check_policy
"could you tell me about the terms cancellation penalties, please?",check_policy
policy can i check the cancellation fees ?,check_policy
kindly can i check the cancellation fees ?,check_policy
I want information aboutthe cancellation fee policy,check_policy
I want information aboutthe latest cancellation fee,check_policy
can you give me information about the urgently cancellation penalties ?,check_policy
can you latest give me information about the cancellation penalties ?,check_policy
can terms I view the cancellation fees?,check_policy
can I view the cancellation kindly fees?,check_policy
where to view the cancellation penalties terms,check_policy
where please to view the cancellation penalties,check_policy
how do I see the guidelines cancellation fees?,check_policy
how do I see the recent cancellation fees?,check_policy
urgently what are the cancellation fees?,check_policy
what are the terms cancellation fees?,check_policy
can I view the policy cancellation penalties?,check_policy
can I guidelines view the cancellation penalties?,check_policy
terms information about the cancellation penalty,check_policy
information about the cancellation penalty rules,check_policy
where can I check terms the cancellation fees?,check_policy
where can I rules check the cancellation fees?,check_policy
"i wanna view the cancellation penalty, what please should i do?",check_policy
"i wanna view the cancellation penalty, what should kindly i do?",check_policy
how can i terms view the cancellation fee?,check_policy
please how can i view the cancellation fee?,check_policy
"could you show me information about the cancellation penalty, please please?",check_policy
"could you show me guidelines information about the cancellation penalty, please?",check_policy
Ineed help viewing the canclelation rules penalties,check_policy
Ineed help viewing the kindly canclelation penalties,check_policy
how do I view the cancellation quickly penalties?,check_policy
how do please I view the cancellation penalties?,check_policy
ask rules an agent where i can view the cancellation penalties,check_policy
ask an agent where i can view the guidelines cancellation penalties,check_policy
where do I view the cancellation penalties? quickly,check_policy
please where do I view the cancellation penalties?,check_policy
"can you ask an agent how to view the cancellation penalty, please rules ?",check_policy
"can you ask an agent how to view the rules cancellation penalty, please ?",check_policy
